Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
[BLASTED]	Ahyacinthus09897-RA	E3 ubiquitin-protein ligase NEDD4-like	1984	10	0	69.58								
[BLASTED]	Ahyacinthus09898-RA	Pancreatic secretory granule membrane major glycoprotein GP2	685	10	2.57E-68	60.87								
[BLASTED]	Ahyacinthus09899-RA	GP2 THP-like protein	765	10	7.94E-21	72.89								
[BLASTED]	Ahyacinthus09901-RA	GP2 THP-like protein	705	10	1.41E-104	69.68								
[BLASTED]	Ahyacinthus09903-RA	PREDICTED: uncharacterized protein LOC107342230	416	10	3.86E-59	78.34								
[BLASTED]	Ahyacinthus09904-RA	PREDICTED: uncharacterized protein LOC107343412	1118	10	0	75.73								
[BLASTED]	Ahyacinthus09902-RA	Glutamate--cysteine ligase regulatory subunit	1988	10	1.18E-115	68.99								
[BLASTED]	Ahyacinthus09896-RA	PREDICTED: uncharacterized protein LOC107342214	507	7	2.81E-36	57.29								
[BLASTED]	Ahyacinthus09900-RA	PREDICTED: uncharacterized protein LOC107343379 isoform X2	240	2	5.69E-05	74.8								
[BLASTED]	Ahyacinthus09906-RA	short transient receptor potential channel 4-like isoform X1	1782	10	6.11E-122	76.52								
[BLASTED]	Ahyacinthus09907-RA	short transient receptor potential channel 4-like isoform X2	1371	10	0	85.25								
[BLASTED]	Ahyacinthus09908-RA	short transient receptor potential channel 4-like isoform X2	1083	10	2.08E-173	73.91								
[BLASTED]	Ahyacinthus09910-RA	short transient receptor potential channel 4-like isoform X2	1332	10	0	84.81								
[BLASTED]	Ahyacinthus09905-RA	Pancreatic secretory granule membrane major glycoprotein GP2	1005	10	6.79E-125	61.23								
[BLASTED]	Ahyacinthus09909-RA	putative nuclease HARBI1	960	10	0	84.33								
[BLASTED]	Ahyacinthus09911-RA	short transient receptor potential channel 4-like isoform X2	918	10	4.58E-87	62.86								
[BLASTED]	Ahyacinthus09912-RA	short transient receptor potential channel 4-like isoform X2	1335	10	0	79.53								
[BLASTED]	Ahyacinthus09913-RA	rab-like protein 6 isoform X1	326	10	4.02E-49	91.63								
[BLASTED]	Ahyacinthus09914-RA	short transient receptor potential channel 4-like isoform X2	918	10	5.24E-90	62.39								
[BLASTED]	Ahyacinthus09917-RA	rab-like protein 6 isoform X2	1758	10	0	65.9								
[BLASTED]	Ahyacinthus09919-RA	sigma non-opioid intracellular receptor 1-like	720	10	2.76E-140	66.03								
[BLASTED]	Ahyacinthus09915-RA	short transient receptor potential channel 4-like isoform X2	606	10	1.06E-110	73.92								
[BLASTED]	Ahyacinthus09916-RA	short transient receptor potential channel 4-like isoform X2	525	10	6.48E-83	68.92								
[BLASTED]	Ahyacinthus09918-RA	laminin subunit gamma-1-like	725	9	3.78E-157	64.68								
[BLASTED]	Ahyacinthus09920-RA	unhealthy ribosome biogenesis protein 2 homolog	1125	10	0	60.02								
[BLASTED]	Ahyacinthus09921-RA	zinc finger protein 862-like	3729	10	0	80.42								
[BLASTED]	Ahyacinthus09922-RA	Unhealthy ribosome biogenesis protein 2-like	1638	10	2.97E-150	77.56								
[BLASTED]	Ahyacinthus09923-RA	ras-specific guanine nucleotide-releasing factor RalGPS2-like	1206	10	0	71.48								
[BLASTED]	Ahyacinthus09924-RA	ras-specific guanine nucleotide-releasing factor RalGPS2-like	356	10	2.51E-42	73.36								
[BLASTED]	Ahyacinthus09925-RA	Integrase/recombinase xerD-like	546	10	3.47E-32	59.32								
[BLASTED]	Ahyacinthus09926-RA	cyclic AMP-dependent transcription factor ATF-6 beta-like	2050	10	0	68.17								
[BLASTED]	Ahyacinthus09927-RA	major yolk protein-like isoform X1	3591	10	0	72.96								
[BLASTED]	Ahyacinthus09928-RA	putative nuclease HARBI1	984	10	0	86.78								
[BLASTED]	Ahyacinthus09929-RA	predicted protein	499	10	8.18E-98	74.32								
[BLASTED]	Ahyacinthus09930-RA	surfeit locus protein 4 homolog	997	10	6.17E-168	94.02								
[BLASTED]	Ahyacinthus09931-RA	axonemal dynein light chain domain-containing protein 1-like	2826	10	0	76.88								
[BLASTED]	Ahyacinthus09935-RA	protein mono-ADP-ribosyltransferase PARP12-like	1569	10	0	77.68								
[BLASTED]	Ahyacinthus09936-RA	protein mono-ADP-ribosyltransferase PARP12-like	1443	10	0	81.2								
[BLASTED]	Ahyacinthus09937-RA	axonemal dynein light chain domain-containing protein 1-like isoform X4	534	5	1.06E-08	97.83								
[BLASTED]	Ahyacinthus09941-RA	protein mono-ADP-ribosyltransferase PARP12-like	2274	10	0	79.83								
[BLASTED]	Ahyacinthus09932-RA	protein mono-ADP-ribosyltransferase PARP12-like	1347	10	0	72.46								
[BLASTED]	Ahyacinthus09933-RA	uncharacterized protein LOC114971012	279	7	1.00E-42	73.35								
[BLASTED]	Ahyacinthus09934-RA	protein mono-ADP-ribosyltransferase PARP12-like	1353	10	1.56E-106	82.48								
[BLASTED]	Ahyacinthus09942-RA	protein mono-ADP-ribosyltransferase PARP12-like	222	8	6.57E-36	76.95								
[BLASTED]	Ahyacinthus09938-RA	poly [ADP-ribose] polymerase 12-like isoform X2	2655	10	0	64.52								
[BLASTED]	Ahyacinthus09939-RA	protein mono-ADP-ribosyltransferase PARP12-like	1326	10	1.90E-138	73.18								
[BLASTED]	Ahyacinthus09940-RA	protein mono-ADP-ribosyltransferase PARP12-like	300	10	1.99E-42	68.3								
[BLASTED]	Ahyacinthus09944-RA	poly [ADP-ribose] polymerase 12-like	4176	10	0	80.8								
[BLASTED]	Ahyacinthus09945-RA	poly [ADP-ribose] polymerase 12-like isoform X2	3811	10	0	88.15								
[BLASTED]	Ahyacinthus09948-RA	poly [ADP-ribose] polymerase 12-like isoform X1	4006	10	0	81.13								
[BLASTED]	Ahyacinthus09943-RA	Poly [ADP-ribose] polymerase 12	1590	10	7.59E-167	58.49								
[BLASTED]	Ahyacinthus09949-RA	TCDD-inducible poly [ADP-ribose] polymerase-like	1686	10	7.91E-165	81.37								
[BLASTED]	Ahyacinthus09946-RA	LINE-1 retrotransposable element ORF2 protein	723	9	3.63E-39	73.77								
[BLASTED]	Ahyacinthus09947-RA	poly [ADP-ribose] polymerase 12-like isoform X2	600	10	4.67E-136	90.86								
[BLASTED]	Ahyacinthus09955-RA	uncharacterized protein LOC114963335	560	7	7.93E-117	58.95								
[BLASTED]	Ahyacinthus09950-RA	TCDD-inducible poly [ADP-ribose] polymerase-like	720	10	3.36E-164	76.2								
[BLASTED]	Ahyacinthus09951-RA	chymotrypsinogen A-like	1977	10	0	79.95								
[BLASTED]	Ahyacinthus09952-RA	casein kinase I	861	10	0	81.97								
[BLASTED]	Ahyacinthus09953-RA	UPF0428 protein CXorf56 homolog	1187	10	2.83E-132	71.65								
[BLASTED]	Ahyacinthus09954-RA	uncharacterized protein LOC114963335	883	4	3.09E-39	59.09								
[BLASTED]	Ahyacinthus09957-RA	uncharacterized protein LOC114963335	282	2	2.16E-26	71.72								
[BLASTED]	Ahyacinthus09958-RA	uncharacterized protein LOC114963335	420	4	8.39E-07	62.4								
[BLASTED]	Ahyacinthus09956-RA	neurogenic locus notch homolog protein 1-like isoform X1	1028	10	7.18E-137	73.51								
[BLASTED]	Ahyacinthus09960-RA	zinc finger MYM-type protein 1-like	822	10	0	88.83								
[BLASTED]	Ahyacinthus09961-RA	zinc metalloproteinase nas-13-like	881	10	0	73.04								
[BLASTED]	Ahyacinthus09962-RA	zinc metalloproteinase nas-13-like	822	10	1.77E-107	77.95								
[BLASTED]	Ahyacinthus09963-RA	EVI5-like protein	396	10	1.63E-47	56.81								
[BLASTED]	Ahyacinthus09964-RA	ecotropic viral integration site 5 protein homolog isoform X1	996	10	0	88.71								
[BLASTED]	Ahyacinthus09967-RA	hypothetical protein AWC38_SpisGene8404	334	1	1.55E-05	63.46								
[BLASTED]	Ahyacinthus09966-RA	adrenocorticotropic hormone receptor-like	555	10	3.50E-75	81.71								
[BLASTED]	Ahyacinthus09959-RA	Zinc finger MYM-type protein 1	480	10	5.59E-52	86.44								
[BLASTED]	Ahyacinthus09968-RA	zinc metalloproteinase nas-15-like	730	10	7.11E-111	69.23								
[BLASTED]	Ahyacinthus09970-RA	zinc metalloproteinase nas-15-like	861	10	3.32E-146	65.02								
[BLASTED]	Ahyacinthus09971-RA	proto-oncogene vav-like	2177	10	0	76.44								
[BLASTED]	Ahyacinthus09974-RA	vacuolar protein sorting-associated protein 52 homolog	2046	10	0	81.78								
[BLASTED]	Ahyacinthus09976-RA	ankyrin repeat domain-containing protein 50-like	5301	10	0	81.47								
[BLASTED]	Ahyacinthus09972-RA	PH domain-containing protein DDB_G0267786-like	1587	10	0	57.73								
[BLASTED]	Ahyacinthus09973-RA	PH domain-containing protein DDB_G0267786-like	251	10	1.41E-49	84.98								
[BLASTED]	Ahyacinthus09969-RA	zinc metalloproteinase nas-15-like	294	10	7.91E-29	97.53								
[BLASTED]	Ahyacinthus09975-RA	ankyrin repeat domain-containing protein 50-like	301	10	4.57E-23	59.28								
[BLASTED]	Ahyacinthus09980-RA	ankyrin repeat domain-containing protein 50-like	3462	10	0	85.84								
[BLASTED]	Ahyacinthus09979-RA	Retrovirus-related Pol polyprotein from transposon 17.6	297	10	5.92E-32	72.99								
[BLASTED]	Ahyacinthus09981-RA	DNA repair protein RAD50-like	435	10	2.86E-48	95.11								
[BLASTED]	Ahyacinthus09982-RA	DNA repair protein RAD50	213	10	1.95E-24	81.65								
[BLASTED]	Ahyacinthus09983-RA	DNA repair protein RAD50-like	222	10	7.89E-37	87.57								
[BLASTED]	Ahyacinthus09984-RA	adenosine receptor A3-like	1248	10	6.16E-79	75.49								
[BLASTED]	Ahyacinthus09986-RA	DNA repair protein RAD50	2346	10	0	76.53								
[BLASTED]	Ahyacinthus09987-RA	inosine triphosphate pyrophosphatase-like	776	10	9.72E-156	91.39								
[BLASTED]	Ahyacinthus09988-RA	uncharacterized protein LOC114969151	671	10	7.53E-96	60.95								
[BLASTED]	Ahyacinthus09978-RA	Retrovirus-related Pol polyprotein from transposon 17.6	978	10	2.24E-48	50.55								
[BLASTED]	Ahyacinthus09985-RA	DNA repair protein RAD50-like	222	10	7.73E-29	96.03								
[BLASTED]	Ahyacinthus09977-RA	DNA repair protein RAD50-like	183	10	6.57E-35	91.41								
[BLASTED]	Ahyacinthus09989-RA	Low-density lipoprotein receptor-related protein 6	8856	10	0	64.22								
[BLASTED]	Ahyacinthus09990-RA	uncharacterized protein LOC114969147 isoform X1	279	2	1.37E-58	98.91								
[BLASTED]	Ahyacinthus09991-RA	uncharacterized protein LOC113683579	703	10	1.20E-37	50.99								
[BLASTED]	Ahyacinthus09993-RA	retinoic acid receptor RXR-alpha-B-like	1071	10	0	92.51								
[BLASTED]	Ahyacinthus09992-RA	predicted protein	1172	10	3.77E-55	54.57								
[BLASTED]	Ahyacinthus09994-RA	tetratricopeptide repeat protein 28-like	2907	10	0	83.45								
[BLASTED]	Ahyacinthus09998-RA	PREDICTED: uncharacterized protein LOC107328228 isoform X1	537	10	2.20E-68	72.94								
[BLASTED]	Ahyacinthus09997-RA	Protein asteroid-like 1	336	10	1.67E-12	71.01								
[BLASTED]	Ahyacinthus10000-RA	PREDICTED: uncharacterized protein LOC107328226 isoform X6	372	10	5.46E-51	64.34								
[BLASTED]	Ahyacinthus09996-RA	tetratricopeptide repeat protein 28-like	2367	10	0	75.08								
[BLASTED]	Ahyacinthus10001-RA	Insoluble matrix shell protein 1	842	10	3.91E-74	66.4								
[BLASTED]	Ahyacinthus10003-RA	octopamine receptor-like	870	10	1.15E-171	84.22								
[BLASTED]	Ahyacinthus09999-RA	PREDICTED: uncharacterized protein LOC107328226 isoform X2	810	10	1.55E-49	64.98								
[BLASTED]	Ahyacinthus10002-RA	octopamine receptor-like	707	10	8.13E-132	77.8								
[BLASTED]	Ahyacinthus10005-RA	putative methyltransferase C9orf114	1082	10	0	82.44								
[BLASTED]	Ahyacinthus10007-RA	translation initiation factor IF-2-like	1361	2	1.18E-14	98.09								
[BLASTED]	Ahyacinthus10008-RA	predicted protein	1111	10	4.83E-143	75								
[BLASTED]	Ahyacinthus10009-RA	Golgi-associated plant pathogenesis-related protein 1-like	654	10	1.34E-163	90.98								
[BLASTED]	Ahyacinthus10012-RA	Procollagen galactosyltransferase 1	1240	10	0	69.49								
[BLASTED]	Ahyacinthus10013-RA	procollagen galactosyltransferase 1-like	1456	10	0	62.93								
[BLASTED]	Ahyacinthus10004-RA	eukaryotic translation initiation factor 3 subunit G-like	1307	10	6.20E-175	78.97								
[BLASTED]	Ahyacinthus10006-RA	WD repeat domain-containing protein 83-like	860	10	0	77.2								
[BLASTED]	Ahyacinthus10010-RA	Pathogenesis-related leaf protein 4	1191	10	8.67E-143	89.56								
[BLASTED]	Ahyacinthus10011-RA	Pathogenesis-related leaf protein 4	1332	10	0	78.89								
[BLASTED]	Ahyacinthus10014-RA	procollagen galactosyltransferase 1-like	694	10	9.04E-25	90.34								
[BLASTED]	Ahyacinthus10015-RA	queuine tRNA-ribosyltransferase accessory subunit 2-like	222	7	1.69E-18	79.11								
[BLASTED]	Ahyacinthus10016-RA	queuine tRNA-ribosyltransferase accessory subunit 2-like	867	10	0	73.86								
[BLASTED]	Ahyacinthus10017-RA	monocarboxylate transporter 10-like	1718	10	0	78.74								
[BLASTED]	Ahyacinthus10018-RA	protein PRRC2C-like	8304	10	0	78.05								
[BLASTED]	Ahyacinthus10019-RA	predicted protein	216	10	7.26E-16	77.47								
[BLASTED]	Ahyacinthus10021-RA	whirlin-like isoform X1	3231	10	0	70.88								
[BLASTED]	Ahyacinthus10020-RA	monocarboxylate transporter 13-like	1164	10	0	73.57								
[BLASTED]	Ahyacinthus10022-RA	E3 ubiquitin-protein ligase RNF213-like	5651	10	0	75.51								
[BLASTED]	Ahyacinthus10024-RA	E3 ubiquitin-protein ligase RNF213-like	322	10	3.07E-18	83.54								
[BLASTED]	Ahyacinthus10025-RA	E3 ubiquitin-protein ligase RNF213-like	2655	10	0	90.23								
[BLASTED]	Ahyacinthus10026-RA	E3 ubiquitin-protein ligase RNF213-like	627	10	2.75E-75	96.62								
[BLASTED]	Ahyacinthus10028-RA	E3 ubiquitin-protein ligase rnf213-alpha-like isoform X1	4706	10	0	84.28								
[BLASTED]	Ahyacinthus10031-RA	serine/threonine-protein phosphatase 2A activator-like	1006	10	0	75.87								
[BLASTED]	Ahyacinthus10032-RA	GDP-fucose protein O-fucosyltransferase 1-like	999	10	0	69.04								
[BLASTED]	Ahyacinthus10029-RA	PREDICTED: uncharacterized protein LOC107353612	2766	10	0	79.8								
[BLASTED]	Ahyacinthus10030-RA	uncharacterized protein LOC114969268	2595	10	0	79.83								
[BLASTED]	Ahyacinthus10033-RA	uncharacterized protein LOC113675659	1290	10	7.18E-103	54.59								
[BLASTED]	Ahyacinthus10023-RA	E3 ubiquitin-protein ligase RNF213-like	369	10	1.13E-31	84.87								
[BLASTED]	Ahyacinthus10027-RA	E3 ubiquitin-protein ligase RNF213-like	270	10	1.26E-50	91.64								
[BLASTED]	Ahyacinthus10036-RA	PREDICTED: uncharacterized protein LOC107346135	1008	10	0	89.22								
[BLASTED]	Ahyacinthus10037-RA	PREDICTED: uncharacterized protein LOC107342774	591	10	3.52E-74	83.76								
[BLASTED]	Ahyacinthus10041-RA	ZP domain-containing protein-like	522	10	6.09E-112	87.37								
[BLASTED]	Ahyacinthus10034-RA	uncharacterized protein LOC111346680	1490	10	0	70.91								
[BLASTED]	Ahyacinthus10035-RA	uncharacterized protein LOC122951595	639	10	1.21E-117	83.9								
[BLASTED]	Ahyacinthus10038-RA	uncharacterized protein K02A2.6-like	303	2	9.92E-36	81.33								
[BLASTED]	Ahyacinthus10039-RA	protocadherin-like protein	606	10	7.51E-111	88.7								
[BLASTED]	Ahyacinthus10040-RA	contactin-associated protein-like 5	2240	10	0	65.89								
[BLASTED]	Ahyacinthus10042-RA	tigger transposable element-derived protein 6-like	669	10	1.21E-111	88.79								
[BLASTED]	Ahyacinthus10045-RA	uncharacterized protein LOC110063197	1350	10	3.13E-88	65.72								
[BLASTED]	Ahyacinthus10046-RA	RNA-directed DNA polymerase from mobile element jockey	288	3	2.85E-04	54.22								
[BLASTED]	Ahyacinthus10049-RA	uncharacterized protein LOC122960018	583	10	1.45E-26	67.18								
[BLASTED]	Ahyacinthus10050-RA	uncharacterized protein LOC114972691	3475	10	0	79.04								
[BLASTED]	Ahyacinthus10044-RA	uncharacterized protein LOC114947878	258	6	5.15E-28	60.99								
[BLASTED]	Ahyacinthus10043-RA	PREDICTED: uncharacterized protein LOC107348010	207	5	1.01E-18	52.31								
[BLASTED]	Ahyacinthus10059-RA	4-trimethylaminobutyraldehyde dehydrogenase-like	1780	10	0	95.07								
[BLASTED]	Ahyacinthus10052-RA	gamma-butyrobetaine dioxygenase-like	1299	10	0	84.14								
[BLASTED]	Ahyacinthus10053-RA	gamma-butyrobetaine dioxygenase-like	1305	10	0	85.34								
[BLASTED]	Ahyacinthus10054-RA	gamma-butyrobetaine dioxygenase-like	976	10	0	80.69								
[BLASTED]	Ahyacinthus10056-RA	high affinity copper uptake protein 1-like	884	10	4.36E-89	87.33								
[BLASTED]	Ahyacinthus10061-RA	molybdate-anion transporter-like	1440	10	0	70.37								
[BLASTED]	Ahyacinthus10057-RA	potassium voltage-gated channel subfamily A member 10-like	946	10	7.80E-164	74.5								
[BLASTED]	Ahyacinthus10060-RA	high affinity copper uptake protein 1-like	684	10	9.04E-111	64.78								
[BLASTED]	Ahyacinthus10055-RA	high affinity copper uptake protein 1-like	648	10	1.76E-65	58.62								
[BLASTED]	Ahyacinthus10058-RA	probable low affinity copper uptake protein 2	249	10	3.38E-42	79.34								
[BLASTED]	Ahyacinthus10051-RA	PREDICTED: uncharacterized protein LOC107340976	222	4	1.44E-30	66.95								
[BLASTED]	Ahyacinthus10064-RA	uncharacterized protein LOC122961937	2001	3	0	89.42								
[BLASTED]	Ahyacinthus10062-RA	collagen alpha-1(I) chain-like	2604	10	2.98E-103	86.01								
[BLASTED]	Ahyacinthus10063-RA	collagen alpha-1(I) chain-like	1678	10	0	72.13								
[BLASTED]	Ahyacinthus10065-RA	vesicle-trafficking protein SEC22b-like	819	10	4.80E-161	94.15								
[BLASTED]	Ahyacinthus10067-RA	F-box/WD repeat-containing protein 7-like	2000	10	0	88.41								
[BLASTED]	Ahyacinthus10066-RA	polyprenol reductase-like	994	10	0	72.33								
[BLASTED]	Ahyacinthus10068-RA	zinc finger matrin-type protein 2-like	795	10	2.61E-107	87.37								
[BLASTED]	Ahyacinthus10069-RA	ER degradation-enhancing alpha-mannosidase-like protein 3	2006	10	0	81.7								
[BLASTED]	Ahyacinthus10070-RA	ER degradation-enhancing alpha-mannosidase-like protein 3	471	10	7.82E-71	75.74								
[BLASTED]	Ahyacinthus10073-RA	voltage-dependent N-type calcium channel subunit alpha-1B-like	231	10	5.38E-21	90.8								
[BLASTED]	Ahyacinthus10071-RA	voltage-dependent R-type calcium channel subunit alpha-1E-like isoform X3	330	10	1.56E-76	95.71								
[BLASTED]	Ahyacinthus10072-RA	voltage-dependent N-type calcium channel subunit alpha-1B-like	3243	10	0	84.82								
[BLASTED]	Ahyacinthus10076-RA	putative sulfiredoxin	380	10	7.77E-84	88.61								
[BLASTED]	Ahyacinthus10074-RA	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	1407	10	0	75.62								
[BLASTED]	Ahyacinthus10075-RA	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	849	10	0	79.75								
[BLASTED]	Ahyacinthus10078-RA	nuclear polyadenylated RNA-binding protein 3-like	607	10	2.64E-67	63.18								
[BLASTED]	Ahyacinthus10082-RA	exosome complex component RRP4-like	839	10	1.48E-136	74.79								
[BLASTED]	Ahyacinthus10083-RA	PR domain zinc finger protein 12-like	1203	10	0	90.88								
[BLASTED]	Ahyacinthus10084-RA	serine/threonine-protein kinase Kist-like isoform X1	1299	10	0	69.01								
[BLASTED]	Ahyacinthus10077-RA	dolichol phosphate-mannose biosynthesis regulatory protein-like	236	10	1.26E-52	88								
[BLASTED]	Ahyacinthus10079-RA	kinesin-associated protein 3-like	2127	10	0	77.62								
[BLASTED]	Ahyacinthus10080-RA	conserved oligomeric Golgi complex subunit 7-like	1521	10	0	76.21								
[BLASTED]	Ahyacinthus10081-RA	conserved oligomeric Golgi complex subunit 7-like	561	10	1.40E-120	89.04								
[BLASTED]	Ahyacinthus10085-RA	golgin subfamily A member 1-like isoform X1	1854	10	0	86.49								
[BLASTED]	Ahyacinthus10086-RA	golgin subfamily A member 1-like isoform X1	357	10	5.22E-39	83.97								
[BLASTED]	Ahyacinthus10087-RA	myomegalin-like isoform X1	5412	10	0	88.78								
[BLASTED]	Ahyacinthus10088-RA	PREDICTED: uncharacterized protein LOC107352048 isoform X1	166	2	1.85E-05	76.92								
[BLASTED]	Ahyacinthus10089-RA	cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2-like	2535	10	0	81.78								
[BLASTED]	Ahyacinthus10091-RA	tumor necrosis factor receptor superfamily member 16-like isoform X2	699	10	1.89E-172	82.35								
[BLASTED]	Ahyacinthus10092-RA	tumor necrosis factor receptor superfamily member 26-like	687	10	3.06E-103	85.04								
[BLASTED]	Ahyacinthus10094-RA	tumor necrosis factor receptor superfamily member 1A-like	462	10	1.80E-64	69.11								
[BLASTED]	Ahyacinthus10095-RA	tumor necrosis factor receptor superfamily member 26-like	1800	10	0	78.09								
[BLASTED]	Ahyacinthus10090-RA	Neuronal cell adhesion molecule	1959	10	0	66.32								
[BLASTED]	Ahyacinthus10093-RA	uncharacterized protein LOC114975737 isoform X4	303	5	1.58E-11	79.35								
[BLASTED]	Ahyacinthus10096-RA	potassium channel subfamily T member 1-like isoform X1	1935	10	0	77.01								
[BLASTED]	Ahyacinthus10097-RA	potassium channel subfamily T member 1-like isoform X2	442	10	1.02E-47	83.04								
